question,reponse,terme_original,type,categorie,type_question,necessite_avertissement
Comment se déroule Cure de hernie ?,Cure de hernie est une procédure médicale Chirurgical. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Cure de hernie,procedure,Chirurgical,procedure,False
J'aimerais savoir ce qu'est Cathétérisme cardiaque,Cathétérisme cardiaque est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Cathétérisme cardiaque,procedure,Diagnostic,definition,False
"Dans le contexte médical, que signifie Cathétérisme cardiaque ?",Cathétérisme cardiaque est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Cathétérisme cardiaque,procedure,Diagnostic,definition,False
C'est quoi Cathétérisme cardiaque ?,Cathétérisme cardiaque est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Cathétérisme cardiaque,procedure,Diagnostic,definition,False
En quoi consiste Cathétérisme cardiaque ?,Cathétérisme cardiaque est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Cathétérisme cardiaque,procedure,Diagnostic,procedure,False
Aide-moi à comprendre Dialyse,Dialyse est une procédure médicale en Thérapeutique. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Dialyse,procedure,Thérapeutique,definition,False
"Je ne connais pas Dialyse, peux-tu m'aider ?",Dialyse est une procédure médicale en Thérapeutique. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Dialyse,procedure,Thérapeutique,definition,False
Que signifie Dialyse ?,Dialyse est une procédure médicale en Thérapeutique. Procédure de soins de santé réalisée par des professionnels médicaux qualifiés.,Dialyse,procedure,Thérapeutique,definition,False
En quoi consiste Dialyse ?,Dialyse est une procédure médicale Thérapeutique. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Dialyse,procedure,Thérapeutique,procedure,False
Donne-moi la définition de Transfusion sanguine,Transfusion sanguine est une procédure médicale en Thérapeutique. Intervention médicale diagnostique ou thérapeutique.,Transfusion sanguine,procedure,Thérapeutique,definition,False
"En médecine, qu'est-ce que Transfusion sanguine ?",Transfusion sanguine est une procédure médicale en Thérapeutique. Intervention médicale diagnostique ou thérapeutique.,Transfusion sanguine,procedure,Thérapeutique,definition,False
Pourrais-tu expliquer Transfusion sanguine ?,Transfusion sanguine est une procédure médicale en Thérapeutique. Intervention médicale diagnostique ou thérapeutique.,Transfusion sanguine,procedure,Thérapeutique,definition,False
Déroulement de Transfusion sanguine ?,Transfusion sanguine est une procédure médicale Thérapeutique. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Transfusion sanguine,procedure,Thérapeutique,procedure,False
Je voudrais comprendre ce qu'est Bronchoscopie,Bronchoscopie est une procédure médicale en Diagnostic. Technique médicale diagnostic standard avec des protocoles établis.,Bronchoscopie,procedure,Diagnostic,definition,False
Définis Bronchoscopie,Bronchoscopie est une procédure médicale en Diagnostic. Technique médicale diagnostic standard avec des protocoles établis.,Bronchoscopie,procedure,Diagnostic,definition,False
Explique-moi Bronchoscopie,Bronchoscopie est une procédure médicale en Diagnostic. Technique médicale diagnostic standard avec des protocoles établis.,Bronchoscopie,procedure,Diagnostic,definition,False
Déroulement de Bronchoscopie ?,Bronchoscopie est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Bronchoscopie,procedure,Diagnostic,procedure,False
Aide-moi à comprendre Ponction lombaire,Ponction lombaire (PL) est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Ponction lombaire,procedure,Diagnostic,definition,False
Définis Ponction lombaire,Ponction lombaire (PL) est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Ponction lombaire,procedure,Diagnostic,definition,False
"Ponction lombaire, qu'est-ce que c'est exactement ?",Ponction lombaire (PL) est une procédure médicale en Diagnostic. Intervention clinique utilisée pour évaluer ou traiter des conditions médicales.,Ponction lombaire,procedure,Diagnostic,definition,False
Quelle est la signification de PL ?,PL signifie Ponction lombaire. C'est un terme utilisé en Diagnostic.,Ponction lombaire,procedure,Diagnostic,abbreviation,False
Explique PL,PL signifie Ponction lombaire. C'est un terme utilisé en Diagnostic.,Ponction lombaire,procedure,Diagnostic,abbreviation,False
Comment se déroule Ponction lombaire ?,Ponction lombaire est une procédure médicale Diagnostic. L'équipe médicale vous expliquera le déroulement détaillé avant l'intervention.,Ponction lombaire,procedure,Diagnostic,procedure,False
Donne-moi la définition de Metformine,Metformine est un médicament en Antidiabétique. Médicament avec un profil d'efficacité et de sécurité établi.,Metformine,medicament,Antidiabétique,definition,False
Explique-moi Metformine,Metformine est un médicament en Antidiabétique. Médicament avec un profil d'efficacité et de sécurité établi.,Metformine,medicament,Antidiabétique,definition,False
Qu'est-ce que Metformine ?,Metformine est un médicament en Antidiabétique. Médicament avec un profil d'efficacité et de sécurité établi.,Metformine,medicament,Antidiabétique,definition,False
À quoi sert Metformine ?,"Metformine est un médicament de la classe Antidiabétique. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Metformine,medicament,Antidiabétique,usage_medicament,True
Que signifie Insuline ?,Insuline est un médicament en Antidiabétique. Médicament pharmaceutique utilisé pour traiter les conditions antidiabétique.,Insuline,medicament,Antidiabétique,definition,False
"En médecine, qu'est-ce que Insuline ?",Insuline est un médicament en Antidiabétique. Médicament pharmaceutique utilisé pour traiter les conditions antidiabétique.,Insuline,medicament,Antidiabétique,definition,False
J'aimerais savoir ce qu'est Insuline,Insuline est un médicament en Antidiabétique. Médicament pharmaceutique utilisé pour traiter les conditions antidiabétique.,Insuline,medicament,Antidiabétique,definition,False
À quoi sert Insuline ?,"Insuline est un médicament de la classe Antidiabétique. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Insuline,medicament,Antidiabétique,usage_medicament,True
"Je ne connais pas Lisinopril, peux-tu m'aider ?",Lisinopril est un médicament en Antihypertenseur. Médicament pharmaceutique utilisé pour traiter les conditions antihypertenseur.,Lisinopril,medicament,Antihypertenseur,definition,False
"Lisinopril, qu'est-ce que c'est exactement ?",Lisinopril est un médicament en Antihypertenseur. Médicament pharmaceutique utilisé pour traiter les conditions antihypertenseur.,Lisinopril,medicament,Antihypertenseur,definition,False
"Dans le contexte médical, que signifie Lisinopril ?",Lisinopril est un médicament en Antihypertenseur. Médicament pharmaceutique utilisé pour traiter les conditions antihypertenseur.,Lisinopril,medicament,Antihypertenseur,definition,False
Pourquoi prendre Lisinopril ?,"Lisinopril est un médicament de la classe Antihypertenseur. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Lisinopril,medicament,Antihypertenseur,usage_medicament,True
Pourrais-tu expliquer Amlodipine ?,Amlodipine est un médicament en Antihypertenseur. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Amlodipine,medicament,Antihypertenseur,definition,False
"En médecine, qu'est-ce que Amlodipine ?",Amlodipine est un médicament en Antihypertenseur. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Amlodipine,medicament,Antihypertenseur,definition,False
Donne-moi la définition de Amlodipine,Amlodipine est un médicament en Antihypertenseur. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Amlodipine,medicament,Antihypertenseur,definition,False
Pourquoi prendre Amlodipine ?,"Amlodipine est un médicament de la classe Antihypertenseur. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Amlodipine,medicament,Antihypertenseur,usage_medicament,True
Explique-moi Atorvastatine,Atorvastatine est un médicament en Hypolipémiant. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Atorvastatine,medicament,Hypolipémiant,definition,False
Qu'est-ce que Atorvastatine ?,Atorvastatine est un médicament en Hypolipémiant. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Atorvastatine,medicament,Hypolipémiant,definition,False
"Je ne connais pas Atorvastatine, peux-tu m'aider ?",Atorvastatine est un médicament en Hypolipémiant. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Atorvastatine,medicament,Hypolipémiant,definition,False
À quoi sert Atorvastatine ?,"Atorvastatine est un médicament de la classe Hypolipémiant. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Atorvastatine,medicament,Hypolipémiant,usage_medicament,True
"Aspirine, qu'est-ce que c'est exactement ?",Aspirine (AAS) est un médicament en Antiplaquettaire. Option de traitement pharmacologique dans la pratique clinique.,Aspirine,medicament,Antiplaquettaire,definition,False
Que signifie Aspirine ?,Aspirine (AAS) est un médicament en Antiplaquettaire. Option de traitement pharmacologique dans la pratique clinique.,Aspirine,medicament,Antiplaquettaire,definition,False
Définis Aspirine,Aspirine (AAS) est un médicament en Antiplaquettaire. Option de traitement pharmacologique dans la pratique clinique.,Aspirine,medicament,Antiplaquettaire,definition,False
Qu'est-ce que AAS signifie ?,AAS signifie Aspirine. C'est un terme utilisé en Antiplaquettaire.,Aspirine,medicament,Antiplaquettaire,abbreviation,False
Peux-tu m'expliquer AAS ?,AAS signifie Aspirine. C'est un terme utilisé en Antiplaquettaire.,Aspirine,medicament,Antiplaquettaire,abbreviation,False
À quoi sert Aspirine ?,"Aspirine est un médicament de la classe Antiplaquettaire. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Aspirine,medicament,Antiplaquettaire,usage_medicament,True
Que signifie Warfarine ?,Warfarine est un médicament en Anticoagulant. Médicament pharmaceutique utilisé pour traiter les conditions anticoagulant.,Warfarine,medicament,Anticoagulant,definition,False
C'est quoi Warfarine ?,Warfarine est un médicament en Anticoagulant. Médicament pharmaceutique utilisé pour traiter les conditions anticoagulant.,Warfarine,medicament,Anticoagulant,definition,False
"Dans le contexte médical, que signifie Warfarine ?",Warfarine est un médicament en Anticoagulant. Médicament pharmaceutique utilisé pour traiter les conditions anticoagulant.,Warfarine,medicament,Anticoagulant,definition,False
Pourquoi prendre Warfarine ?,"Warfarine est un médicament de la classe Anticoagulant. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Warfarine,medicament,Anticoagulant,usage_medicament,True
"Je ne connais pas Lévothyroxine, peux-tu m'aider ?",Lévothyroxine est un médicament en Endocrinien. Médicament couramment prescrit avec des indications thérapeutiques spécifiques.,Lévothyroxine,medicament,Endocrinien,definition,False
Aide-moi à comprendre Lévothyroxine,Lévothyroxine est un médicament en Endocrinien. Médicament couramment prescrit avec des indications thérapeutiques spécifiques.,Lévothyroxine,medicament,Endocrinien,definition,False
Pourrais-tu expliquer Lévothyroxine ?,Lévothyroxine est un médicament en Endocrinien. Médicament couramment prescrit avec des indications thérapeutiques spécifiques.,Lévothyroxine,medicament,Endocrinien,definition,False
Dans quels cas utilise-t-on Lévothyroxine ?,"Lévothyroxine est un médicament de la classe Endocrinien. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Lévothyroxine,medicament,Endocrinien,usage_medicament,True
"Dans le contexte médical, que signifie Salbutamol ?",Salbutamol est un médicament en Bronchodilatateur. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Salbutamol,medicament,Bronchodilatateur,definition,False
"Salbutamol, qu'est-ce que c'est exactement ?",Salbutamol est un médicament en Bronchodilatateur. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Salbutamol,medicament,Bronchodilatateur,definition,False
"En médecine, qu'est-ce que Salbutamol ?",Salbutamol est un médicament en Bronchodilatateur. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Salbutamol,medicament,Bronchodilatateur,definition,False
Dans quels cas utilise-t-on Salbutamol ?,"Salbutamol est un médicament de la classe Bronchodilatateur. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Salbutamol,medicament,Bronchodilatateur,usage_medicament,True
Je voudrais comprendre ce qu'est Ibuprofène,Ibuprofène est un médicament en AINS. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Ibuprofène,medicament,AINS,definition,False
"En médecine, qu'est-ce que Ibuprofène ?",Ibuprofène est un médicament en AINS. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Ibuprofène,medicament,AINS,definition,False
Que signifie Ibuprofène ?,Ibuprofène est un médicament en AINS. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Ibuprofène,medicament,AINS,definition,False
Indications de Ibuprofène ?,"Ibuprofène est un médicament de la classe AINS. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Ibuprofène,medicament,AINS,usage_medicament,True
Que signifie Oméprazole ?,Oméprazole est un médicament en IPP. Option de traitement pharmacologique dans la pratique clinique.,Oméprazole,medicament,IPP,definition,False
Peux-tu me dire ce qu'est Oméprazole ?,Oméprazole est un médicament en IPP. Option de traitement pharmacologique dans la pratique clinique.,Oméprazole,medicament,IPP,definition,False
Pourrais-tu expliquer Oméprazole ?,Oméprazole est un médicament en IPP. Option de traitement pharmacologique dans la pratique clinique.,Oméprazole,medicament,IPP,definition,False
Dans quels cas utilise-t-on Oméprazole ?,"Oméprazole est un médicament de la classe IPP. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Oméprazole,medicament,IPP,usage_medicament,True
Que signifie Fluoxétine ?,Fluoxétine est un médicament en ISRS. Médicament pharmaceutique utilisé pour traiter les conditions isrs.,Fluoxétine,medicament,ISRS,definition,False
Peux-tu me dire ce qu'est Fluoxétine ?,Fluoxétine est un médicament en ISRS. Médicament pharmaceutique utilisé pour traiter les conditions isrs.,Fluoxétine,medicament,ISRS,definition,False
"Dans le contexte médical, que signifie Fluoxétine ?",Fluoxétine est un médicament en ISRS. Médicament pharmaceutique utilisé pour traiter les conditions isrs.,Fluoxétine,medicament,ISRS,definition,False
À quoi sert Fluoxétine ?,"Fluoxétine est un médicament de la classe ISRS. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Fluoxétine,medicament,ISRS,usage_medicament,True
J'aimerais savoir ce qu'est Sertraline,Sertraline est un médicament en ISRS. Médicament pharmaceutique utilisé pour traiter les conditions isrs.,Sertraline,medicament,ISRS,definition,False
Que signifie Sertraline ?,Sertraline est un médicament en ISRS. Médicament pharmaceutique utilisé pour traiter les conditions isrs.,Sertraline,medicament,ISRS,definition,False
Explique-moi Sertraline,Sertraline est un médicament en ISRS. Médicament pharmaceutique utilisé pour traiter les conditions isrs.,Sertraline,medicament,ISRS,definition,False
Indications de Sertraline ?,"Sertraline est un médicament de la classe ISRS. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Sertraline,medicament,ISRS,usage_medicament,True
Aide-moi à comprendre Amoxicilline,Amoxicilline est un médicament en Antibiotique. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Amoxicilline,medicament,Antibiotique,definition,False
Définis Amoxicilline,Amoxicilline est un médicament en Antibiotique. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Amoxicilline,medicament,Antibiotique,definition,False
"En médecine, qu'est-ce que Amoxicilline ?",Amoxicilline est un médicament en Antibiotique. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Amoxicilline,medicament,Antibiotique,definition,False
Pourquoi prendre Amoxicilline ?,"Amoxicilline est un médicament de la classe Antibiotique. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Amoxicilline,medicament,Antibiotique,usage_medicament,True
Que signifie Azithromycine ?,Azithromycine est un médicament en Antibiotique. Option de traitement pharmacologique dans la pratique clinique.,Azithromycine,medicament,Antibiotique,definition,False
Pourrais-tu expliquer Azithromycine ?,Azithromycine est un médicament en Antibiotique. Option de traitement pharmacologique dans la pratique clinique.,Azithromycine,medicament,Antibiotique,definition,False
Qu'entend-on par Azithromycine ?,Azithromycine est un médicament en Antibiotique. Option de traitement pharmacologique dans la pratique clinique.,Azithromycine,medicament,Antibiotique,definition,False
Pourquoi prendre Azithromycine ?,"Azithromycine est un médicament de la classe Antibiotique. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Azithromycine,medicament,Antibiotique,usage_medicament,True
Donne-moi la définition de Métoprolol,Métoprolol est un médicament en Bêta-bloquant. Médicament couramment prescrit avec des indications thérapeutiques spécifiques.,Métoprolol,medicament,Bêta-bloquant,definition,False
Définis Métoprolol,Métoprolol est un médicament en Bêta-bloquant. Médicament couramment prescrit avec des indications thérapeutiques spécifiques.,Métoprolol,medicament,Bêta-bloquant,definition,False
"Dans le contexte médical, que signifie Métoprolol ?",Métoprolol est un médicament en Bêta-bloquant. Médicament couramment prescrit avec des indications thérapeutiques spécifiques.,Métoprolol,medicament,Bêta-bloquant,definition,False
Dans quels cas utilise-t-on Métoprolol ?,"Métoprolol est un médicament de la classe Bêta-bloquant. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Métoprolol,medicament,Bêta-bloquant,usage_medicament,True
Aide-moi à comprendre Furosémide,Furosémide est un médicament en Diurétique. Médicament avec un profil d'efficacité et de sécurité établi.,Furosémide,medicament,Diurétique,definition,False
"Je ne connais pas Furosémide, peux-tu m'aider ?",Furosémide est un médicament en Diurétique. Médicament avec un profil d'efficacité et de sécurité établi.,Furosémide,medicament,Diurétique,definition,False
Donne-moi la définition de Furosémide,Furosémide est un médicament en Diurétique. Médicament avec un profil d'efficacité et de sécurité établi.,Furosémide,medicament,Diurétique,definition,False
À quoi sert Furosémide ?,"Furosémide est un médicament de la classe Diurétique. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Furosémide,medicament,Diurétique,usage_medicament,True
Donne-moi la définition de Hydrochlorothiazide,Hydrochlorothiazide (HCTZ) est un médicament en Diurétique. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Hydrochlorothiazide,medicament,Diurétique,definition,False
"Hydrochlorothiazide, qu'est-ce que c'est exactement ?",Hydrochlorothiazide (HCTZ) est un médicament en Diurétique. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Hydrochlorothiazide,medicament,Diurétique,definition,False
"Dans le contexte médical, que signifie Hydrochlorothiazide ?",Hydrochlorothiazide (HCTZ) est un médicament en Diurétique. Traitement médicamenteux pour gérer les symptômes et la progression des conditions associées.,Hydrochlorothiazide,medicament,Diurétique,definition,False
"J'ai vu HCTZ sur mes analyses, c'est quoi ?",HCTZ signifie Hydrochlorothiazide. C'est un terme utilisé en Diurétique.,Hydrochlorothiazide,medicament,Diurétique,abbreviation,False
Que signifie l'abréviation HCTZ ?,HCTZ signifie Hydrochlorothiazide. C'est un terme utilisé en Diurétique.,Hydrochlorothiazide,medicament,Diurétique,abbreviation,False
Dans quels cas utilise-t-on Hydrochlorothiazide ?,"Hydrochlorothiazide est un médicament de la classe Diurétique. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Hydrochlorothiazide,medicament,Diurétique,usage_medicament,True
"En médecine, qu'est-ce que Prednisone ?",Prednisone est un médicament en Corticoïde. Médicament pharmaceutique utilisé pour traiter les conditions corticoïde.,Prednisone,medicament,Corticoïde,definition,False
Qu'est-ce que Prednisone ?,Prednisone est un médicament en Corticoïde. Médicament pharmaceutique utilisé pour traiter les conditions corticoïde.,Prednisone,medicament,Corticoïde,definition,False
Je voudrais comprendre ce qu'est Prednisone,Prednisone est un médicament en Corticoïde. Médicament pharmaceutique utilisé pour traiter les conditions corticoïde.,Prednisone,medicament,Corticoïde,definition,False
Indications de Prednisone ?,"Prednisone est un médicament de la classe Corticoïde. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Prednisone,medicament,Corticoïde,usage_medicament,True
Pourrais-tu expliquer Clopidogrel ?,Clopidogrel est un médicament en Antiplaquettaire. Option de traitement pharmacologique dans la pratique clinique.,Clopidogrel,medicament,Antiplaquettaire,definition,False
"Clopidogrel, qu'est-ce que c'est exactement ?",Clopidogrel est un médicament en Antiplaquettaire. Option de traitement pharmacologique dans la pratique clinique.,Clopidogrel,medicament,Antiplaquettaire,definition,False
Peux-tu me dire ce qu'est Clopidogrel ?,Clopidogrel est un médicament en Antiplaquettaire. Option de traitement pharmacologique dans la pratique clinique.,Clopidogrel,medicament,Antiplaquettaire,definition,False
Pourquoi prendre Clopidogrel ?,"Clopidogrel est un médicament de la classe Antiplaquettaire. Votre médecin déterminera si ce médicament est approprié pour votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Clopidogrel,medicament,Antiplaquettaire,usage_medicament,True
"En médecine, qu'est-ce que Céphalée ?",Céphalée est un symptôme en Aigu. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Céphalée,symptome,Aigu,definition,False
Que signifie Céphalée ?,Céphalée est un symptôme en Aigu. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Céphalée,symptome,Aigu,definition,False
Explique-moi Céphalée,Céphalée est un symptôme en Aigu. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Céphalée,symptome,Aigu,definition,False
Thérapie pour Céphalée ?,"Le traitement de Céphalée doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Céphalée,symptome,Aigu,traitement,True
"En médecine, qu'est-ce que Fièvre ?",Fièvre est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Fièvre,symptome,Aigu,definition,False
Qu'est-ce que Fièvre ?,Fièvre est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Fièvre,symptome,Aigu,definition,False
Donne-moi la définition de Fièvre,Fièvre est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Fièvre,symptome,Aigu,definition,False
Comment soigner Fièvre ?,"Le traitement de Fièvre doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Fièvre,symptome,Aigu,traitement,True
Pourrais-tu expliquer Fatigue ?,Fatigue est un symptôme en Chronique. Manifestation clinique courante rapportée par les patients.,Fatigue,symptome,Chronique,definition,False
Je voudrais comprendre ce qu'est Fatigue,Fatigue est un symptôme en Chronique. Manifestation clinique courante rapportée par les patients.,Fatigue,symptome,Chronique,definition,False
"Fatigue, qu'est-ce que c'est exactement ?",Fatigue est un symptôme en Chronique. Manifestation clinique courante rapportée par les patients.,Fatigue,symptome,Chronique,definition,False
Thérapie pour Fatigue ?,"Le traitement de Fatigue doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Fatigue,symptome,Chronique,traitement,True
Explique-moi Dyspnée,Dyspnée est un symptôme en Aigu. Signe clinique qui guide les investigations diagnostiques.,Dyspnée,symptome,Aigu,definition,False
Qu'est-ce que Dyspnée ?,Dyspnée est un symptôme en Aigu. Signe clinique qui guide les investigations diagnostiques.,Dyspnée,symptome,Aigu,definition,False
"Je ne connais pas Dyspnée, peux-tu m'aider ?",Dyspnée est un symptôme en Aigu. Signe clinique qui guide les investigations diagnostiques.,Dyspnée,symptome,Aigu,definition,False
Thérapie pour Dyspnée ?,"Le traitement de Dyspnée doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Dyspnée,symptome,Aigu,traitement,True
Qu'est-ce que Douleur thoracique ?,Douleur thoracique est un symptôme en Aigu. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Douleur thoracique,symptome,Aigu,definition,False
Définis Douleur thoracique,Douleur thoracique est un symptôme en Aigu. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Douleur thoracique,symptome,Aigu,definition,False
Aide-moi à comprendre Douleur thoracique,Douleur thoracique est un symptôme en Aigu. Symptôme pouvant indiquer des conditions médicales sous-jacentes.,Douleur thoracique,symptome,Aigu,definition,False
Thérapie pour Douleur thoracique ?,"Le traitement de Douleur thoracique doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Douleur thoracique,symptome,Aigu,traitement,True
Explique-moi Nausée,Nausée est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Nausée,symptome,Aigu,definition,False
"Je ne connais pas Nausée, peux-tu m'aider ?",Nausée est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Nausée,symptome,Aigu,definition,False
Définis Nausée,Nausée est un symptôme en Aigu. Expérience rapportée par le patient nécessitant une évaluation médicale.,Nausée,symptome,Aigu,definition,False
Comment traiter Nausée ?,"Le traitement de Nausée doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Nausée,symptome,Aigu,traitement,True
Peux-tu me dire ce qu'est Vertige ?,Vertige est un symptôme en Aigu. Manifestation clinique courante rapportée par les patients.,Vertige,symptome,Aigu,definition,False
Pourrais-tu expliquer Vertige ?,Vertige est un symptôme en Aigu. Manifestation clinique courante rapportée par les patients.,Vertige,symptome,Aigu,definition,False
Je voudrais comprendre ce qu'est Vertige,Vertige est un symptôme en Aigu. Manifestation clinique courante rapportée par les patients.,Vertige,symptome,Aigu,definition,False
